,UserId,Condition,VP,Session,PQ,ATT,HQI,HQS,HQ,PQ.levels,PQ.2levels,PQ.2levels.split.at.4,PQ.2BalancedClasses,HQ.levels,HQ.2levels,HQ.2levels.split.at.4,HQ.2BalancedClasses,ATT.levels,ATT.2levels,IconSize,Position,Handedness,HandUsed,DominantHand,,sessionNr
262,211,7,632,2,5.5,4.5,3.5,1.5,2.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Left,dominant,,254
260,211,5,632,3,4.75,6,4,1.5,2.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Right,non-dominant,,255
253,211,1,632,4,5.5,4.5,3.5,1,2.25,high,STRONG,STRONG,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Right,non-dominant,,256
257,211,2,632,5,2,2,2,1.5,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,257
259,211,4,632,6,3.75,3,2.5,1.5,2,medium,STRONG,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Right,non-dominant,,258
258,211,3,632,7,5.5,5,4,1.5,2.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,259
254,211,10,632,8,3.25,2.5,4.5,1.5,3,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Left,dominant,,260
256,211,12,632,9,4,2.5,2,1.5,1.75,medium,STRONG,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,261
264,211,9,632,10,3.75,3,3,1,2,medium,STRONG,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Stand,LEFT,Left,dominant,,262
255,211,11,632,11,6.5,6.5,4,1,2.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,263
263,211,8,632,12,1.5,1.5,2,1,1.5,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Left,dominant,,264
276,212,9,633,1,6.75,6,6,3.5,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,265
269,212,2,633,2,2.5,2.5,3.5,3.5,3.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,266
265,212,1,633,3,5.75,5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Right,non-dominant,,267
274,212,7,633,4,5.75,5.5,4.5,4.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Left,dominant,,268
272,212,5,633,5,5,5.5,3.5,4,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Right,non-dominant,,269
267,212,11,633,6,5.75,5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,270
266,212,10,633,7,3.25,3,4,3,3.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Left,dominant,,271
273,212,6,633,8,3.75,2.5,3.5,3,3.25,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,272
268,212,12,633,9,3.75,2.5,3.5,3.5,3.5,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,273
275,212,8,633,10,3.5,3,4.5,3,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,LEFT,Left,dominant,,274
270,212,3,633,11,5.25,5,3.5,4,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,275
271,212,4,633,12,4.75,4.5,3.5,3.5,3.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,LEFT,Right,non-dominant,,276
283,213,4,634,1,2.25,2.5,2,2.5,2.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Right,non-dominant,,277
281,213,2,634,2,1.75,1.5,2.5,2.5,2.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,278
284,213,5,634,3,5.5,4,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Right,non-dominant,,279
286,213,7,634,4,6,3.5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Table,LEFT,Left,dominant,,280
277,213,1,634,5,4.75,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Right,non-dominant,,281
280,213,12,634,6,2,2.5,2.5,2.5,2.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,282
285,213,6,634,7,2,3,3,3,3,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,283
279,213,11,634,8,6.25,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Left,dominant,,284
287,213,8,634,9,2.5,3,3,3,3,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,LEFT,Left,dominant,,285
288,213,9,634,10,6.75,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,LEFT,Left,dominant,,286
282,213,3,634,11,5.75,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,LEFT,Right,non-dominant,,287
278,213,10,634,12,2.5,3,4,3,3.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Left,dominant,,288
293,214,2,635,1,4.75,4.5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,LEFT,Right,non-dominant,,289
294,214,3,635,2,6,5.5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,290
291,214,11,635,3,5,5.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,291
292,214,12,635,4,3.25,3.5,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,292
299,214,8,635,5,3,3.5,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,LEFT,Left,dominant,,293
290,214,10,635,6,4,4,4,4,4,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,LEFT,Left,dominant,,294
295,214,4,635,7,5,4.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,LEFT,Right,non-dominant,,295
297,214,6,635,8,3.5,3,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,296
289,214,1,635,9,5.75,5,3.5,4,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Right,non-dominant,,297
296,214,5,635,10,5.25,5.5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Right,non-dominant,,298
298,214,7,635,11,6.25,5.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Left,dominant,,299
300,214,9,635,12,6,5.5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,300
312,215,9,636,1,4.25,3.5,4.5,3,3.75,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Stand,RIGHT,Left,non-dominant,,301
305,215,2,636,2,1,2.5,3,4,3.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,302
308,215,5,636,3,6.5,6,5.5,4.5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Right,dominant,,303
302,215,10,636,4,2,2.5,4.5,4,4.25,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,304
307,215,4,636,5,3,4,4,2.5,3.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Right,dominant,,305
310,215,7,636,6,5.5,5.5,5,4,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Left,non-dominant,,306
303,215,11,636,7,5,5.5,5,4.5,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,307
304,215,12,636,8,1.5,2,3,4.5,3.75,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,308
301,215,1,636,9,6.75,5.5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,309
309,215,6,636,10,2.75,4,3,5,4,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,RIGHT,Right,dominant,,310
311,215,8,636,11,1.25,2,2.5,4.5,3.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,311
306,215,3,636,12,7,7,6.5,5.5,6,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,312
315,217,11,638,1,5.75,2.5,3.5,2,2.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Hand,RIGHT,Left,non-dominant,,324
316,217,12,638,2,3.25,1.5,2.5,2.5,2.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,325
324,217,9,638,3,7,7,7,5.5,6.25,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,326
323,217,8,638,4,1.5,1,1,1.5,1.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,327
318,217,3,638,5,7,7,7,7,7,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,328
321,217,6,638,6,4.25,2.5,2.5,1.5,2,medium,STRONG,STRONG,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,329
322,217,7,638,7,6.5,6,6,5,5.5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Left,non-dominant,,330
317,217,2,638,8,2.5,1.5,1,1,1,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,331
320,217,5,638,9,5.75,6.5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Right,dominant,,332
314,217,10,638,10,1.5,1.5,1,1,1,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,333
313,217,1,638,11,7,7,7,7,7,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,334
319,217,4,638,12,1.25,1,1.5,2,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Right,dominant,,335
333,218,6,639,1,2,2,2,2,2,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,336
329,218,2,639,2,1.75,2,2,1.5,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,337
328,218,12,639,3,2,1.5,1.5,1.5,1.5,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,338
336,218,9,639,4,3.25,3,3,3,3,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Stand,RIGHT,Left,non-dominant,,339
335,218,8,639,5,1.5,1.5,1,1.5,1.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,340
327,218,11,639,6,3.25,3.5,3,3.5,3.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Hand,RIGHT,Left,non-dominant,,341
331,218,4,639,7,3,3,2.5,3,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Right,dominant,,342
334,218,7,639,8,3.5,4,3,3.5,3.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Left,non-dominant,,343
330,218,3,639,9,5,5.5,5,5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,344
325,218,1,639,10,3.75,3,4,3.5,3.75,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Table,RIGHT,Right,dominant,,345
326,218,10,639,11,2.5,2,2,2.5,2.25,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,346
332,218,5,639,12,5,5.5,4.5,5,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Right,dominant,,347
344,219,5,640,1,4,3.5,4,4.5,4.25,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,Normal,Hand,RIGHT,Right,dominant,,348
347,219,8,640,2,1.75,3,4,5,4.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,349
340,219,12,640,3,2,3,4,4,4,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,350
337,219,1,640,4,5.25,4.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Right,dominant,,351
346,219,7,640,5,6.25,4.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Left,non-dominant,,352
342,219,3,640,6,6.5,5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,353
345,219,6,640,7,2.75,3.5,4,4,4,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,354
341,219,2,640,8,2,3.5,4,4,4,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,355
343,219,4,640,9,2.5,4,4,4,4,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Right,dominant,,356
348,219,9,640,10,6.25,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,357
338,219,10,640,11,3.5,3.5,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,358
339,219,11,640,12,4.5,3.5,4,4,4,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Hand,RIGHT,Left,non-dominant,,359
353,220,2,641,1,3.25,4,4.5,4,4.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,LEFT,Right,non-dominant,,360
355,220,4,641,2,4.5,5,4.5,3.5,4,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,TinyIcons,Stand,LEFT,Right,non-dominant,,362
360,220,9,641,3,5,6,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,363
354,220,3,641,4,5.25,6,5,4,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,365
356,220,5,641,5,5.25,6,5,5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Right,non-dominant,,366
357,220,6,641,6,2,3,4,4,4,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,367
349,220,1,641,7,5.5,6,5,4,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Right,non-dominant,,368
351,220,11,641,8,5.75,5.5,4.5,4.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,369
350,220,10,641,9,5.5,5.5,5,4,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Stand,LEFT,Left,dominant,,370
352,220,12,641,10,3.75,4.5,3.5,3,3.25,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,LEFT,Left,dominant,,371
358,220,7,641,11,5.75,5.5,4.5,4.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Left,dominant,,372
359,220,8,641,12,4.75,5.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,TinyIcons,Table,LEFT,Left,dominant,,373
364,221,12,642,1,1.5,1.5,4,2.5,3.25,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,374
366,221,3,642,2,6.5,5.5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,375
363,221,11,642,3,4.25,4,3,3.5,3.25,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,376
367,221,4,642,4,1.75,1.5,2,3,2.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Right,dominant,,377
362,221,10,642,5,2,1.5,2.5,2.5,2.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,378
370,221,7,642,6,5,5,5.5,5,5.25,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Left,non-dominant,,379
365,221,2,642,7,3,3.5,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,380
371,221,8,642,8,1.75,4,2,2.5,2.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,RIGHT,Left,non-dominant,,381
369,221,6,642,9,1.5,1.5,2,2.5,2.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,382
372,221,9,642,10,5.5,5.5,5,4,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,383
368,221,5,642,11,6.75,6,5,4.5,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Right,dominant,,384
361,221,1,642,12,6.75,5,4.5,4.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,385
378,222,3,643,1,5.5,4.5,5,4,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Stand,RIGHT,Right,dominant,,386
376,222,12,643,2,3.25,3.5,3,5,4,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,387
383,222,8,643,3,3,4,3.5,4,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,RIGHT,Left,non-dominant,,388
374,222,10,643,4,3.25,5,3.5,4,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,TinyIcons,Stand,RIGHT,Left,non-dominant,,389
373,222,1,643,5,5.5,5,5,4,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,390
382,222,7,643,6,4.75,4.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Left,non-dominant,,391
384,222,9,643,7,4,3.5,5,4,4.5,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,Normal,Stand,RIGHT,Left,non-dominant,,392
381,222,6,643,8,3.75,4,4,4.5,4.25,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,RIGHT,Right,dominant,,393
379,222,4,643,9,3,4,4,5,4.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Right,dominant,,394
